Mês/Ano,Região Origem,Estado Origem,Região Destino,Estado Destino,Vendas de Biodiesel
04/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,1333
04/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3712
04/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1703
04/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,74
04/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4307
04/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,204
04/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,11546
04/2019,SUL,Paraná,SUDESTE,Minas Gerais,1261
04/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,4208
04/2019,SUL,Paraná,SUDESTE,São Paulo,23221
04/2019,SUL,Paraná,SUL,Paraná,19190
04/2019,SUL,Paraná,SUL,Santa Catarina,700
04/2019,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1615
04/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,3240
04/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,43592
04/2019,SUL,Rio Grande do Sul,SUL,Paraná,164
04/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,75213
04/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,12794
04/2019,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,226
04/2019,SUL,Santa Catarina,SUDESTE,São Paulo,5336
04/2019,SUL,Santa Catarina,SUL,Paraná,2216
04/2019,SUL,Santa Catarina,SUL,Santa Catarina,3075
03/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,1341
03/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,13799
03/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,9852
03/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,3837
03/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,2965
03/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,178
03/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,5334
03/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1269
03/2019,CENTRO OESTE,Goiás,NORTE,Pará,1570
03/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1310
03/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,22230
03/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,42
03/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,764
03/2019,CENTRO OESTE,Goiás,SUL,Paraná,43
03/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,41518
03/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,7996
03/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,14968
03/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,138
03/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,33718
03/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,1534
03/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1875
03/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,1640
03/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,6095
03/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,517
03/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,6434
03/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,2442
03/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,9686
03/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,2707
03/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1459
03/2019,NORDESTE,Bahia,NORDESTE,Bahia,11536
03/2019,NORDESTE,Bahia,NORDESTE,Ceará,2611
03/2019,NORDESTE,Bahia,NORDESTE,Maranhão,43
03/2019,NORDESTE,Bahia,NORDESTE,Paraíba,3144
03/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,8507
03/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,2907
03/2019,NORTE,Rondônia,NORTE,Pará,929
03/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,3858
03/2019,NORTE,Tocantins,NORDESTE,Maranhão,1252
03/2019,NORTE,Tocantins,NORTE,Pará,168
03/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,9815
03/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1274
03/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,1740
03/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,425
03/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,2614
03/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1320
03/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,199
03/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,6601
03/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,222
03/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,9000
03/2019,SUDESTE,São Paulo,SUL,Paraná,174
03/2019,SUL,Paraná,SUDESTE,Espírito Santo,2335
03/2019,SUL,Paraná,SUDESTE,Minas Gerais,1092
03/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,3535
03/2019,SUL,Paraná,SUDESTE,São Paulo,20335
03/2019,SUL,Paraná,SUL,Paraná,19940
03/2019,SUL,Paraná,SUL,Santa Catarina,1194
03/2019,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,170
03/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2411
03/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,41589
03/2019,SUL,Rio Grande do Sul,SUL,Paraná,126
03/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,71011
03/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,11199
03/2019,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,323
03/2019,SUL,Santa Catarina,SUDESTE,São Paulo,5839
03/2019,SUL,Santa Catarina,SUL,Paraná,2373
03/2019,SUL,Santa Catarina,SUL,Santa Catarina,2981
02/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,4828
02/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,19227
02/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,5679
02/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,389
02/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,4514
02/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,130
02/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2275
02/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,775
02/2019,CENTRO OESTE,Goiás,NORTE,Pará,1437
02/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1607
02/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,14437
02/2019,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,861
02/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,183
02/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,31808
02/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,3688
02/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,9505
02/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,34983
02/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,2580
02/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Rio de Janeiro,1242
02/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3600
02/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,7318
02/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,43
02/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,7941
02/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,2995
02/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,6360
02/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1569
02/2019,NORDESTE,Bahia,NORDESTE,Bahia,14431
02/2019,NORDESTE,Bahia,NORDESTE,Ceará,5456
02/2019,NORDESTE,Bahia,NORDESTE,Maranhão,1204
02/2019,NORDESTE,Bahia,NORDESTE,Paraíba,2685
02/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,9768
02/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3384
02/2019,NORTE,Rondônia,NORDESTE,Maranhão,95
02/2019,NORTE,Rondônia,NORTE,Pará,1958
02/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,1704
02/2019,NORTE,Tocantins,NORDESTE,Maranhão,1583
02/2019,NORTE,Tocantins,NORTE,Pará,597
02/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11710
02/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1311
02/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2084
02/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,131
02/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,4276
02/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1521
02/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,199
02/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,9017
02/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,452
02/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,11167
02/2019,SUL,Paraná,SUDESTE,Espírito Santo,1435
02/2019,SUL,Paraná,SUDESTE,Minas Gerais,4111
02/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,4593
02/2019,SUL,Paraná,SUDESTE,São Paulo,23917
02/2019,SUL,Paraná,SUL,Paraná,16131
02/2019,SUL,Paraná,SUL,Santa Catarina,946
02/2019,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1303
02/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2012
02/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,39940
02/2019,SUL,Rio Grande do Sul,SUL,Paraná,123
02/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,62645
02/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,8947
02/2019,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,326
02/2019,SUL,Santa Catarina,SUDESTE,São Paulo,2041
02/2019,SUL,Santa Catarina,SUL,Paraná,1936
02/2019,SUL,Santa Catarina,SUL,Santa Catarina,4373
01/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,4888
01/2019,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,17518
01/2019,CENTRO OESTE,Goiás,NORDESTE,Bahia,6570
01/2019,CENTRO OESTE,Goiás,NORDESTE,Ceará,410
01/2019,CENTRO OESTE,Goiás,NORDESTE,Maranhão,5441
01/2019,CENTRO OESTE,Goiás,NORDESTE,Paraíba,46
01/2019,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,4158
01/2019,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1055
01/2019,CENTRO OESTE,Goiás,NORTE,Pará,2003
01/2019,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2666
01/2019,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,13148
01/2019,CENTRO OESTE,Goiás,SUDESTE,São Paulo,239
01/2019,CENTRO OESTE,Goiás,SUL,Paraná,44
01/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,28712
01/2019,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,3070
01/2019,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,11130
01/2019,CENTRO OESTE,Mato Grosso,NORTE,Pará,36548
01/2019,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,3257
01/2019,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,1527
01/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,7728
01/2019,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,53
01/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,11052
01/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,3117
01/2019,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,7780
01/2019,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,236
01/2019,NORDESTE,Bahia,NORDESTE,Alagoas,1831
01/2019,NORDESTE,Bahia,NORDESTE,Bahia,15807
01/2019,NORDESTE,Bahia,NORDESTE,Ceará,6488
01/2019,NORDESTE,Bahia,NORDESTE,Maranhão,1054
01/2019,NORDESTE,Bahia,NORDESTE,Paraíba,3353
01/2019,NORDESTE,Bahia,NORDESTE,Pernambuco,9749
01/2019,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3532
01/2019,NORTE,Rondônia,NORTE,Pará,1856
01/2019,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,1538
01/2019,NORTE,Tocantins,NORDESTE,Maranhão,3148
01/2019,NORTE,Tocantins,NORTE,Pará,299
01/2019,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,11432
01/2019,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1353
01/2019,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2392
01/2019,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,100
01/2019,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3845
01/2019,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1202
01/2019,SUDESTE,Rio de Janeiro,SUL,Paraná,41
01/2019,SUDESTE,São Paulo,SUDESTE,Espírito Santo,194
01/2019,SUDESTE,São Paulo,SUDESTE,Minas Gerais,9033
01/2019,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,976
01/2019,SUDESTE,São Paulo,SUDESTE,São Paulo,10697
01/2019,SUL,Paraná,SUDESTE,Espírito Santo,1191
01/2019,SUL,Paraná,SUDESTE,Minas Gerais,4002
01/2019,SUL,Paraná,SUDESTE,Rio de Janeiro,4932
01/2019,SUL,Paraná,SUDESTE,São Paulo,25435
01/2019,SUL,Paraná,SUL,Paraná,16839
01/2019,SUL,Paraná,SUL,Santa Catarina,787
01/2019,SUL,Rio Grande do Sul,SUDESTE,Espírito Santo,1517
01/2019,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,170
01/2019,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,1955
01/2019,SUL,Rio Grande do Sul,SUDESTE,São Paulo,36916
01/2019,SUL,Rio Grande do Sul,SUL,Paraná,127
01/2019,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,66379
01/2019,SUL,Rio Grande do Sul,SUL,Santa Catarina,8916
01/2019,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,327
01/2019,SUL,Santa Catarina,SUDESTE,São Paulo,2357
01/2019,SUL,Santa Catarina,SUL,Paraná,2921
01/2019,SUL,Santa Catarina,SUL,Rio Grande do Sul,590
01/2019,SUL,Santa Catarina,SUL,Santa Catarina,4341
12/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,5458
12/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22619
12/2018,CENTRO OESTE,Goiás,NORDESTE,Bahia,9024
12/2018,CENTRO OESTE,Goiás,NORDESTE,Ceará,862
12/2018,CENTRO OESTE,Goiás,NORDESTE,Maranhão,3633
12/2018,CENTRO OESTE,Goiás,NORDESTE,Paraíba,102
12/2018,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3124
12/2018,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,866
12/2018,CENTRO OESTE,Goiás,NORTE,Pará,1896
12/2018,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,1973
12/2018,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,20617
12/2018,CENTRO OESTE,Goiás,SUDESTE,São Paulo,286
12/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,31688
12/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,3318
12/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,14112
12/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,889
12/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Rio Grande do Norte,54
12/2018,CENTRO OESTE,Mato Grosso,NORTE,Pará,39573
12/2018,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,2684
12/2018,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,3963
12/2018,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,1597
12/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,3469
12/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,7554
12/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,378
12/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,15226
12/2018,NORDESTE,Bahia,NORDESTE,Alagoas,2124
12/2018,NORDESTE,Bahia,NORDESTE,Bahia,13715
12/2018,NORDESTE,Bahia,NORDESTE,Ceará,5983
12/2018,NORDESTE,Bahia,NORDESTE,Maranhão,82
12/2018,NORDESTE,Bahia,NORDESTE,Paraíba,2893
12/2018,NORDESTE,Bahia,NORDESTE,Pernambuco,10555
12/2018,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3497
12/2018,NORTE,Rondônia,NORTE,Pará,1864
12/2018,NORTE,Tocantins,NORDESTE,Maranhão,4390
12/2018,NORTE,Tocantins,NORDESTE,Pernambuco,42
12/2018,NORTE,Tocantins,NORTE,Pará,409
12/2018,NORTE,Tocantins,SUDESTE,Minas Gerais,1920
12/2018,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,13155
12/2018,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1320
12/2018,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2467
12/2018,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,817
12/2018,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,5087
12/2018,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,1337
12/2018,SUDESTE,São Paulo,SUDESTE,Espírito Santo,389
12/2018,SUDESTE,São Paulo,SUDESTE,Minas Gerais,4091
12/2018,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,141
12/2018,SUDESTE,São Paulo,SUDESTE,São Paulo,11766
12/2018,SUL,Paraná,SUDESTE,Espírito Santo,43
12/2018,SUL,Paraná,SUDESTE,Minas Gerais,1593
12/2018,SUL,Paraná,SUDESTE,Rio de Janeiro,6404
12/2018,SUL,Paraná,SUDESTE,São Paulo,18991
12/2018,SUL,Paraná,SUL,Paraná,19819
12/2018,SUL,Paraná,SUL,Rio Grande do Sul,56
12/2018,SUL,Paraná,SUL,Santa Catarina,613
12/2018,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,113
12/2018,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2896
12/2018,SUL,Rio Grande do Sul,SUDESTE,São Paulo,38801
12/2018,SUL,Rio Grande do Sul,SUL,Paraná,128
12/2018,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,65450
12/2018,SUL,Rio Grande do Sul,SUL,Santa Catarina,9694
12/2018,SUL,Santa Catarina,SUDESTE,Rio de Janeiro,40
12/2018,SUL,Santa Catarina,SUDESTE,São Paulo,3556
12/2018,SUL,Santa Catarina,SUL,Paraná,2884
12/2018,SUL,Santa Catarina,SUL,Rio Grande do Sul,58
12/2018,SUL,Santa Catarina,SUL,Santa Catarina,4015
11/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,5932
11/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,22543
11/2018,CENTRO OESTE,Goiás,NORDESTE,Bahia,8342
11/2018,CENTRO OESTE,Goiás,NORDESTE,Ceará,845
11/2018,CENTRO OESTE,Goiás,NORDESTE,Maranhão,3926
11/2018,CENTRO OESTE,Goiás,NORDESTE,Paraíba,88
11/2018,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,2726
11/2018,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,875
11/2018,CENTRO OESTE,Goiás,NORTE,Pará,2519
11/2018,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2449
11/2018,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,22054
11/2018,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,438
11/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,35619
11/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,3250
11/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,14319
11/2018,CENTRO OESTE,Mato Grosso,NORTE,Pará,39585
11/2018,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,3993
11/2018,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,2519
11/2018,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,5780
11/2018,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Goiás,54
11/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,3626
11/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,8882
11/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,3381
11/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,8087
11/2018,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,41
11/2018,NORDESTE,Bahia,NORDESTE,Alagoas,1886
11/2018,NORDESTE,Bahia,NORDESTE,Bahia,16540
11/2018,NORDESTE,Bahia,NORDESTE,Ceará,5399
11/2018,NORDESTE,Bahia,NORDESTE,Maranhão,42
11/2018,NORDESTE,Bahia,NORDESTE,Paraíba,3009
11/2018,NORDESTE,Bahia,NORDESTE,Pernambuco,11159
11/2018,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3819
11/2018,NORTE,Rondônia,NORTE,Pará,1600
11/2018,NORTE,Tocantins,NORDESTE,Maranhão,4449
11/2018,NORTE,Tocantins,NORDESTE,Pernambuco,43
11/2018,NORTE,Tocantins,NORTE,Pará,359
11/2018,NORTE,Tocantins,SUDESTE,Minas Gerais,414
11/2018,SUDESTE,Minas Gerais,SUDESTE,Minas Gerais,9755
11/2018,SUDESTE,Rio de Janeiro,NORDESTE,Bahia,1098
11/2018,SUDESTE,Rio de Janeiro,SUDESTE,Espírito Santo,2070
11/2018,SUDESTE,Rio de Janeiro,SUDESTE,Minas Gerais,968
11/2018,SUDESTE,Rio de Janeiro,SUDESTE,Rio de Janeiro,3344
11/2018,SUDESTE,Rio de Janeiro,SUDESTE,São Paulo,462
11/2018,SUDESTE,São Paulo,SUDESTE,Espírito Santo,204
11/2018,SUDESTE,São Paulo,SUDESTE,Minas Gerais,5251
11/2018,SUDESTE,São Paulo,SUDESTE,Rio de Janeiro,39
11/2018,SUDESTE,São Paulo,SUDESTE,São Paulo,14437
11/2018,SUL,Paraná,SUDESTE,Espírito Santo,59
11/2018,SUL,Paraná,SUDESTE,Minas Gerais,2461
11/2018,SUL,Paraná,SUDESTE,Rio de Janeiro,4969
11/2018,SUL,Paraná,SUDESTE,São Paulo,24476
11/2018,SUL,Paraná,SUL,Paraná,21987
11/2018,SUL,Paraná,SUL,Rio Grande do Sul,435
11/2018,SUL,Paraná,SUL,Santa Catarina,523
11/2018,SUL,Rio Grande do Sul,SUDESTE,Minas Gerais,228
11/2018,SUL,Rio Grande do Sul,SUDESTE,Rio de Janeiro,2803
11/2018,SUL,Rio Grande do Sul,SUDESTE,São Paulo,48047
11/2018,SUL,Rio Grande do Sul,SUL,Paraná,127
11/2018,SUL,Rio Grande do Sul,SUL,Rio Grande do Sul,71976
11/2018,SUL,Rio Grande do Sul,SUL,Santa Catarina,10550
11/2018,SUL,Santa Catarina,SUDESTE,São Paulo,3602
11/2018,SUL,Santa Catarina,SUL,Paraná,4111
11/2018,SUL,Santa Catarina,SUL,Rio Grande do Sul,217
11/2018,SUL,Santa Catarina,SUL,Santa Catarina,4680
10/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Distrito Federal,4786
10/2018,CENTRO OESTE,Goiás,CENTRO OESTE,Goiás,18590
10/2018,CENTRO OESTE,Goiás,NORDESTE,Bahia,13392
10/2018,CENTRO OESTE,Goiás,NORDESTE,Ceará,5683
10/2018,CENTRO OESTE,Goiás,NORDESTE,Maranhão,4503
10/2018,CENTRO OESTE,Goiás,NORDESTE,Paraíba,146
10/2018,CENTRO OESTE,Goiás,NORDESTE,Pernambuco,3148
10/2018,CENTRO OESTE,Goiás,NORDESTE,Rio Grande do Norte,1514
10/2018,CENTRO OESTE,Goiás,NORTE,Pará,1401
10/2018,CENTRO OESTE,Goiás,SUDESTE,Espírito Santo,2958
10/2018,CENTRO OESTE,Goiás,SUDESTE,Minas Gerais,17701
10/2018,CENTRO OESTE,Goiás,SUDESTE,Rio de Janeiro,155
10/2018,CENTRO OESTE,Goiás,SUDESTE,São Paulo,186
10/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Distrito Federal,38765
10/2018,CENTRO OESTE,Mato Grosso,CENTRO OESTE,Goiás,6834
10/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Bahia,1132
10/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Ceará,277
10/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Maranhão,14003
10/2018,CENTRO OESTE,Mato Grosso,NORDESTE,Pernambuco,2064
10/2018,CENTRO OESTE,Mato Grosso,NORTE,Pará,38943
10/2018,CENTRO OESTE,Mato Grosso,SUDESTE,Minas Gerais,4315
10/2018,CENTRO OESTE,Mato Grosso,SUDESTE,São Paulo,4012
10/2018,CENTRO OESTE,Mato Grosso do Sul,CENTRO OESTE,Distrito Federal,7275
10/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Espírito Santo,224
10/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Minas Gerais,9524
10/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,Rio de Janeiro,2711
10/2018,CENTRO OESTE,Mato Grosso do Sul,SUDESTE,São Paulo,9298
10/2018,CENTRO OESTE,Mato Grosso do Sul,SUL,Paraná,98
10/2018,NORDESTE,Bahia,NORDESTE,Alagoas,1986
10/2018,NORDESTE,Bahia,NORDESTE,Bahia,11631
10/2018,NORDESTE,Bahia,NORDESTE,Ceará,1889
10/2018,NORDESTE,Bahia,NORDESTE,Maranhão,42
10/2018,NORDESTE,Bahia,NORDESTE,Paraíba,3240
10/2018,NORDESTE,Bahia,NORDESTE,Pernambuco,7612
10/2018,NORDESTE,Bahia,NORDESTE,Rio Grande do Norte,3820
10/2018,NORTE,Rondônia,NORTE,Pará,1802
10/2018,NORTE,Tocantins,CENTRO OESTE,Distrito Federal,1178
10/2018,NORTE,Tocantins,CENTRO OESTE,Goiás,1190
10/2018,NORTE,Tocantins,NORDESTE,Bahia,772
10/2018,NORTE,Tocantins,NORDESTE,Maranhão,5107
